,age,gender,country,education,title,size,data_prof_size,mach_learn_presence,salary,udacity,coursera,edx,datacamp,dataquest,kaggle,fastai,udemy,linkedin,university,plat_none,plat_other,prime_tool,length_coding,jupyter,rstudio,pycharm,atom,matlab,vsc,spyder,vim_emacs,notepad++,sublime,env_none,env_other,python,r,sql,c,c++,java,javascript,typescript,bash,lan_matlab,lan_none,lan_other,total_lang,first_program,ggplot,matplotlib,altair,shiny,d3,plotly,bokeh,seaborn,geoplotlib,leaflet,vis_none,vis_other,total_viz,years_mach_learn,regression,tree_forest,gradient_boost,bayesian,evolutionary,dnn,cnn,gan,rnn,bert,mach_none,mach_other,total_ml,scikit,tensor_flow,keras,random_forest,xgboost,pytorch,caret,lightgbm,sparkmlib,fastai_2,frame_none,frame_other,gcp,aws,azure,ibm_cloud,alibaba_cloud,salesforce_cloud,oracle_cloud,sap_cloud,vmware_cloud,redhat_cloud,cloud_none,cloud_other,mysql,postgres,sql_lite,sqlserver,oracle,micro_acess,aws_data,aws_dynamo,azure_sql,google_sql,database_none,database_other,total_db
216,42,Male,United States of America,Master’s degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",250000,0,0,0,0,0,0,0,0,0,0,1,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",10-20 years,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,6,None,1,0,0,1,1,1,0,0,1,0,0,0,5,1,1,1,1,0,0,1,1,0,1,0,0,0,6,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,5
218,23,Male,United States of America,Master’s degree,Data Scientist,small,4-Mar,We use ML methods for generating insights (but do not put working models into production),74999.5,1,0,1,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
219,64.5,Male,United States of America,Master’s degree,Other,small,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)",174999.5,0,1,1,0,0,0,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
230,27,Male,United States of America,Master’s degree,Statistician,medium,0,We use ML methods for generating insights (but do not put working models into production),94999.5,0,0,1,0,0,1,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,Python,1,1,0,1,0,0,0,1,0,1,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,64.5,Male,United States of America,Bachelor’s degree,Software Engineer,small,0,We are exploring ML methods (and may one day put a model into production),94999.5,0,0,0,0,0,1,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",5-10 years,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,5,Java,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,42,Female,United States of America,Professional degree,Other,small,0,No (we do not use ML methods),112499.5,0,0,0,0,0,0,0,0,0,0,1,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",I have never written code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,27,Male,United States of America,Master’s degree,Software Engineer,large,20+,No (we do not use ML methods),499.5,0,1,0,0,0,0,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,5,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
239,19.5,Female,United States of America,Bachelor’s degree,Software Engineer,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",84999.5,0,0,0,0,0,0,0,0,0,1,0,1,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,4,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
252,27,Male,United States of America,Bachelor’s degree,Other,small,0,No (we do not use ML methods),27499.5,1,1,0,0,0,0,0,1,1,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,5,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,37,Male,United States of America,Doctoral degree,Data Analyst,small,2-Jan,We are exploring ML methods (and may one day put a model into production),74999.5,0,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,Python,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,27,Female,United States of America,Bachelor’s degree,Data Scientist,medium,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)",84999.5,0,0,0,0,0,0,0,0,0,0,0,1,Other,< 1 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Python,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,37,Male,United States of America,Bachelor’s degree,Data Analyst,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,1,0,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
262,42,Female,United States of America,Doctoral degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,0,1,0,0,0,0,0,0,0,1,0,0,"Advanced statistical software (SPSS, SAS, etc.)",5-10 years,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,Python,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
265,27,Female,United States of America,Master’s degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,1,0,1,0,0,1,1,0,1,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
269,64.5,Male,United States of America,Doctoral degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",400000,1,0,0,0,0,0,0,0,0,1,0,0,Other,20+ years,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,SQL,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
273,57,Male,United States of America,Bachelor’s degree,Other,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",174999.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,4
280,27,Male,United States of America,Bachelor’s degree,Data Analyst,medium,9-May,We are exploring ML methods (and may one day put a model into production),94999.5,0,0,0,1,0,0,0,1,0,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",3-5 years,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
284,47,Female,United States of America,Master’s degree,Data Analyst,medium,20+,We use ML methods for generating insights (but do not put working models into production),137499.5,0,1,1,1,0,1,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,SQL,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,27,Male,United States of America,Master’s degree,Data Scientist,medium,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",137499.5,0,0,0,0,0,0,0,1,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Python,1,0,0,0,0,1,0,1,0,0,0,1,4,1,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
304,32,Male,United States of America,Master’s degree,Product/Project Manager,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,1,0,1,1,0,0,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,4,R,1,1,0,1,1,1,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
307,64.5,Male,United States of America,Master’s degree,Other,small,0,We are exploring ML methods (and may one day put a model into production),94999.5,0,0,0,0,0,0,0,0,0,0,1,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,None,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,27,Male,United States of America,Master’s degree,Data Analyst,small,9-May,No (we do not use ML methods),84999.5,0,1,0,1,0,0,0,1,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,Python,0,1,0,0,0,0,0,1,1,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3
316,42,Male,United States of America,Professional degree,Software Engineer,large,9-May,We are exploring ML methods (and may one day put a model into production),112499.5,0,1,0,0,0,0,0,0,0,0,0,1,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3
322,32,Male,United States of America,Master’s degree,Data Scientist,medium,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)",137499.5,1,1,0,1,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,R,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
331,27,Female,United States of America,Bachelor’s degree,Other,small,0,I do not know,22499.5,1,1,0,0,0,1,1,1,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
333,42,Female,United States of America,Bachelor’s degree,Data Analyst,small,2-Jan,We are exploring ML methods (and may one day put a model into production),64999.5,0,1,0,1,0,0,0,0,0,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",1-2 years,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,SQL,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,4
336,42,Female,United States of America,Master’s degree,Software Engineer,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",137499.5,1,1,1,0,0,1,1,0,0,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",3-5 years,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,6,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
339,37,Male,United States of America,Doctoral degree,Statistician,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",74999.5,0,0,0,1,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,R,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
341,42,Male,United States of America,Bachelor’s degree,Statistician,large,20+,No (we do not use ML methods),137499.5,0,1,0,0,0,0,0,1,0,0,0,0,"Advanced statistical software (SPSS, SAS, etc.)",20+ years,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,R,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,47,Male,United States of America,Master’s degree,Data Analyst,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",94999.5,0,1,0,1,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,R,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
343,32,Male,United States of America,Master’s degree,Data Scientist,small,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)",94999.5,0,0,0,1,0,0,0,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
346,32,Male,United States of America,Master’s degree,Research Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,0,0,0,1,0,0,0,0,0,1,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,SQL,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
355,32,Male,United States of America,Master’s degree,Software Engineer,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",137499.5,0,1,0,0,0,0,0,1,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",< 1 years,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
357,42,Male,United States of America,Doctoral degree,Data Scientist,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",112499.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,Python,1,0,0,1,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,52,Male,United States of America,Master’s degree,Other,small,0,We are exploring ML methods (and may one day put a model into production),112499.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,5,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,27,Male,United States of America,Bachelor’s degree,Data Engineer,small,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)",112499.5,0,0,0,0,0,1,0,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,5,Python,0,1,0,0,1,1,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4
362,27,Male,United States of America,Master’s degree,Software Engineer,small,2-Jan,No (we do not use ML methods),112499.5,1,1,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2
365,32,Male,United States of America,Master’s degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",274999.5,1,1,0,0,0,0,0,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",10-20 years,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,Python,0,1,0,0,0,1,1,1,0,0,0,0,4,1,1,1,0,0,0,0,1,0,1,0,0,0,4,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
367,32,Male,United States of America,Doctoral degree,Data Scientist,medium,14-Oct,No (we do not use ML methods),94999.5,0,0,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,0,0,1,1,1,1,1,0,0,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,27,Female,United States of America,Bachelor’s degree,Business Analyst,medium,9-May,We are exploring ML methods (and may one day put a model into production),94999.5,0,0,0,0,0,0,0,1,0,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",< 1 years,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,R,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,32,Male,United States of America,Bachelor’s degree,Other,small,4-Mar,We are exploring ML methods (and may one day put a model into production),137499.5,1,1,1,1,0,0,0,1,0,1,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",5-10 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,SQL,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4
377,42,Male,United States of America,Doctoral degree,Other,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",400000,0,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,0,1,1,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
382,27,Male,United States of America,Master’s degree,Data Scientist,small,2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)",84999.5,0,1,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,Python,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,1,5,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
387,32,Male,United States of America,Bachelor’s degree,Data Scientist,medium,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,1,1,0,0,0,1,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
388,52,Male,United States of America,Doctoral degree,Research Scientist,large,20+,I do not know,84999.5,0,0,0,0,0,0,0,0,0,0,1,0,Other,20+ years,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,R,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
