,id,salaryusd,country,primarydatabase,yearswiththisdatabase,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,otherpeopleonyourteam,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,employmentsector,region
160,162,70000.0,United States,Microsoft SQL Server,3.0,Full time employee,Developer,No,2.0,2,Bachelors (4 years),No,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
161,163,92000.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,2.0,3,Masters,Yes,"Yes, and they're currently valid",40.0,5 or more,Private business,North America
162,164,119000.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,No,10.0,None,Bachelors (4 years),Yes,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,North America
163,165,120792.0,United States,Microsoft SQL Server,11.0,Full time employee,Architect,No,2.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,5 or more,Private business,North America
164,166,145000.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,No,1.0,3,Masters,No,"Yes, but they expired",35.0,2,Private business,North America
165,167,112000.0,United States,Microsoft SQL Server,12.0,Full time employee,DBA,No,8.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,1,Private business,North America
166,168,133900.0,United States,Microsoft SQL Server,21.0,Full time employee,DBA,Yes,18.0,None,Bachelors (4 years),Yes,"Yes, but they expired",55.0,5 or more,Private business,North America
167,169,100282.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,6.0,None,None (no degree completed),,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
168,170,125000.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,Yes,5.0,4,None (no degree completed),,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
169,171,160000.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,No,17.0,None,Bachelors (4 years),Yes,"Yes, but they expired",37.0,"None, or less than 1 day per week",Private business,North America
170,172,93800.0,United States,Microsoft SQL Server,5.0,Full time employee,Developer,No,9.0,1,Masters,Yes,"No, I never have",40.0,1,Private business,North America
171,173,89035.0,United States,Microsoft SQL Server,11.0,Full time employee,DBA,No,6.0,None,Bachelors (4 years),Yes,"No, I never have",37.0,"None, or less than 1 day per week",Government,North America
172,174,90000.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,7.0,None,None (no degree completed),,"Yes, but they expired",50.0,1,Private business,North America
173,175,116000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,Yes,7.0,1,None (no degree completed),,"Yes, and they're currently valid",45.0,5 or more,Private business,North America
174,176,158000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,15.0,None,Bachelors (4 years),Yes,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,North America
175,177,60900.0,United States,Microsoft SQL Server,3.0,Full time employee,DBA,No,3.0,4,Associates (2 years),Yes,"No, I never have",45.0,1,Private business,North America
176,178,93500.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,No,4.0,4,Masters,No,"No, I never have",40.0,2,Private business,North America
177,179,145000.0,United States,Microsoft SQL Server,25.0,Full time employee,DBA,No,30.0,4,Bachelors (4 years),Yes,"Yes, but they expired",45.0,5 or more,Private business,North America
178,180,116000.0,United States,Microsoft SQL Server,20.0,Full time employee,Architect,No,4.0,None,None (no degree completed),,"No, I never have",40.0,1,Private business,North America
179,181,95000.0,United States,Microsoft SQL Server,16.0,Full time employee,Developer,No,4.0,2,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
180,182,90000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,10.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
181,183,125000.0,United States,Microsoft SQL Server,16.0,Full time employee,Analyst,Yes,16.0,1,None (no degree completed),,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
182,184,65000.0,United States,Azure SQL DB,1.0,Full time employee,Developer,No,1.0,2,Bachelors (4 years),No,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
183,185,70000.0,United States,Microsoft SQL Server,9.0,Full time employee,DBA,No,9.0,None,Bachelors (4 years),No,"Yes, but they expired",46.0,"None, or less than 1 day per week",Private business,North America
184,187,130000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,No,4.0,2,Bachelors (4 years),Yes,"Yes, but they expired",50.0,5 or more,Private business,North America
185,188,64775.0,United States,Microsoft SQL Server,3.0,Full time employee,Developer,No,3.0,None,None (no degree completed),,"No, I never have",43.0,"None, or less than 1 day per week",Private business,North America
186,190,93000.0,United States,Microsoft SQL Server,7.0,Full time employee,Engineer,No,3.0,5,Bachelors (4 years),Yes,"Yes, but they expired",45.0,1,Private business,North America
187,191,84000.0,United States,Microsoft SQL Server,18.0,Full time employee,DBA,No,10.0,None,Bachelors (4 years),Yes,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
188,192,108000.0,United States,Microsoft SQL Server,20.0,Full time employee,Developer,No,4.0,3,Bachelors (4 years),No,"No, I never have",40.0,1,Private business,North America
189,193,135000.0,United States,Microsoft SQL Server,18.0,Full time employee,Architect,No,3.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,4,Private business,North America
190,194,116000.0,United States,Microsoft SQL Server,10.0,Full time employee,Manager,Yes,3.0,None,Associates (2 years),Yes,"Yes, and they're currently valid",60.0,"None, or less than 1 day per week",Private business,North America
191,195,104000.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,No,1.0,More than 5,Masters,Yes,"Yes, but they expired",45.0,1,Private business,North America
192,196,125000.0,United States,Microsoft SQL Server,9.0,Full time employee,Architect,Yes,0.0,None,Bachelors (4 years),No,"No, I never have",40.0,1,Private business,North America
193,197,125000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,15.0,1,Bachelors (4 years),No,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,North America
194,198,100000.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,Yes,10.0,None,Masters,Yes,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
195,199,107000.0,United States,Oracle,25.0,Full time employee,DBA,No,18.0,None,Bachelors (4 years),No,"Yes, but they expired",40.0,3,Government,North America
196,200,138000.0,United States,Microsoft SQL Server,12.0,Full time employee,DBA,Yes,1.0,1,Bachelors (4 years),No,"Yes, and they're currently valid",40.0,3,Private business,North America
197,201,135000.0,United States,Microsoft SQL Server,14.0,Full time employee,Manager,Yes,5.0,None,Masters,Yes,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
198,202,102000.0,United States,Microsoft SQL Server,21.0,Full time employee,DBA,No,12.0,None,Bachelors (4 years),Yes,"Yes, but they expired",42.0,"None, or less than 1 day per week",Private business,North America
199,203,117000.0,United States,Microsoft SQL Server,6.0,Full time employee,DBA,Yes,2.0,4,Associates (2 years),Yes,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
200,204,110000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,5.0,None,None (no degree completed),,"Yes, and they're currently valid",50.0,2,Private business,North America
201,205,100000.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,1.0,3,Bachelors (4 years),No,"No, I never have",40.0,3,Private business,North America
202,206,118500.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,No,8.0,More than 5,Masters,Yes,"No, I never have",40.0,2,Private business,North America
203,207,113300.0,United States,Microsoft SQL Server,20.0,Full time employee,Architect,Yes,2.0,None,Bachelors (4 years),Yes,"Yes, but they expired",55.0,"None, or less than 1 day per week",Private business,North America
204,208,123634.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,Yes,15.0,1,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
205,209,102000.0,United States,Microsoft SQL Server,15.0,Full time employee,Engineer,No,17.0,None,Masters,Yes,"No, I never have",40.0,2,Private business,North America
206,210,95000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,10.0,None,Masters,No,"No, I never have",40.0,"None, or less than 1 day per week",Government,North America
207,211,165000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,10.0,1,Bachelors (4 years),Yes,"No, I never have",40.0,5 or more,Private business,North America
208,212,96108.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,7.0,1,None (no degree completed),,"Yes, and they're currently valid",50.0,2,Government,North America
209,213,95000.0,United States,Microsoft SQL Server,6.0,Full time employee,Analyst,No,1.0,None,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
210,214,81000.0,United States,Microsoft SQL Server,11.0,Full time employee,DBA,No,3.0,None,Bachelors (4 years),Yes,"No, I never have",42.0,2,Private business,North America
211,215,73000.0,United States,Microsoft SQL Server,15.0,Full time employee,Developer,No,15.0,2,Bachelors (4 years),No,"No, I never have",50.0,1,Private business,North America
212,216,115000.0,United States,Microsoft SQL Server,12.0,Full time employee,DBA,No,14.0,2,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,North America
213,217,142000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,No,20.0,None,Bachelors (4 years),Yes,"Yes, but they expired",42.0,1,Private business,North America
214,218,100000.0,United States,Microsoft SQL Server,20.0,Full time employee,Developer,Yes,25.0,None,Masters,Yes,"Yes, but they expired",35.0,"None, or less than 1 day per week",Private business,North America
215,219,145000.0,United States,Microsoft SQL Server,17.0,Full time employee,Architect,Yes,3.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,2,Private business,North America
216,220,110000.0,United States,Microsoft SQL Server,3.0,Full time employee,DBA,No,5.0,2,Associates (2 years),No,"Yes, but they expired",50.0,"None, or less than 1 day per week",Private business,North America
217,221,117000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,10.0,More than 5,Masters,No,"Yes, but they expired",45.0,2,Private business,North America
218,222,147000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,Yes,8.0,None,Masters,Yes,"Yes, but they expired",45.0,5 or more,Private business,North America
219,223,109000.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,7.0,2,Bachelors (4 years),Yes,"No, I never have",40.0,1,Government,North America
220,224,110000.0,United States,Microsoft SQL Server,12.0,Full time employee,DBA,Yes,1.0,5,Bachelors (4 years),Yes,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,North America
221,225,110000.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,No,3.0,4,Associates (2 years),Yes,"Yes, and they're currently valid",35.0,2,Private business,North America
222,226,124800.0,United States,Microsoft SQL Server,14.0,Independent Consultant/Freelancer,Architect,No,1.0,None,Bachelors (4 years),Yes,"Yes, but they expired",40.0,1,Private business,North America
223,227,71594.0,United States,Microsoft SQL Server,8.0,Full time employee,DBA,No,4.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Government,North America
224,228,200000.0,United States,Microsoft SQL Server,11.0,Full time employee,Developer,No,1.0,1,Bachelors (4 years),Yes,"No, I never have",75.0,5 or more,Private business,North America
225,229,70400.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,No,1.0,4,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
226,230,125000.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,Yes,10.0,3,Masters,Yes,"Yes, and they're currently valid",50.0,3,Private business,North America
227,231,85000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,2.0,None,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Government,North America
228,232,98000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,No,15.0,None,Bachelors (4 years),Yes,"Yes, but they expired",50.0,2,Private business,North America
229,233,132000.0,United States,Microsoft SQL Server,7.0,Full time employee,Engineer,Yes,2.0,More than 5,None (no degree completed),,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
230,234,110000.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,No,4.0,None,Associates (2 years),Yes,"No, I never have",45.0,1,Private business,North America
